제목,링크,내용
<b>어린이보호구역</b> 단속카메라 절반은 '먹통'…경찰·지자체 '방치',https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=421&aid=0005636402,어린이보호구역의 교통사고 예방을 위한 이른바 민식이법 시행 이후 스쿨존 내에 과속단속카메라 설치는 크게 늘었지만 상당수가 무용지물인 것으로 나타났다 일 국회 행정안전위원회 소속 이형석 더불어민주당 
<b>어린이 보호구역</b>서 아이 들이받은 역주행 오토바이…누리꾼들 &quot;운전자 입장도...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=277&aid=0004977787,아이들도 항상 주위를 잘 살피고 안전할 때 건너야 한다는 걸 부모들이 잘 교육할 필요성이 있는 영상 민식이법 논하기 전에 어린이보호구역 내 불법주차 차량을 강력단속하는 것이 먼저다 불법을 저지르고 있는 차들을 
증평군, <b>어린이보호구역</b> 교통안전도 도내 으뜸,http://www.ggilbo.com/news/articleView.html?idxno=859111,증평지역 어린이보호구역의 교통 환경이 충북에서 가장 안전한 것으로 나타났다 사진은 삼보초 앞 도로 어린이 보호구역 모습 증평군 제공 증평군이 충북지역에서 어린이보호구역의 교통 환경이 가장 안전한 것으로 
양산시 <b>어린이보호구역</b> 31곳, 무인교통단속장비 설치,http://www.gnnews.co.kr/news/articleView.html?idxno=479435,양산시가 어린이보호구역 내 무인교통단속 장비 설치를 대폭 확대한다 시는 어린이 보행안전 확보를 위해 총 억만원국비 억만원 교육부 만원 시비 억만원을 투입해 무인교통단속 장비를 
온양5동 주민자치위원회, <b>어린이보호구역</b> 내 교통안전 캠페인,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202107201043326800511,온양동 주민자치위원회위원장 오진용는 지난 일관내 용화초등학교 주변 어린이보호구역 내에서 교통안전 캠페인을 실시했다 이번 캠페인은 어린이 교통사고 예방을 위해 어린이 보호구역에서 서행하기 
[현장르포] <b>어린이보호구역</b>내 과태료 상향에도 불법 주·정차 여전,http://www.kyeongin.com/main/view.php?key=20210718010003248,지난 일 오후 성남시 분당구 정자동 백현초등학교 정문 앞 어린이보호구역에 불법 주정차가 심각한 모습이다  신현정 기자  어린이보호구역 내 불법 주정차를 하면 부과되는 과태료가 두 
대구 북구, 맞춤형 빅데이터 분석 활용 모델 개발 착수보고회,http://www.ksmnews.co.kr/default/index_view_page.php?idx=351797&part_idx=289,보행어린이 교통안전 취약지도 구축은 어린이보호구역 내 교통사고가 지속적으로 발생함에 따라 어린이 교통사고 잠재위험도를 도출해 어린이 보호구역 확충 및 안전시설물 확충 관련 기초자료로 활용할 예정이다 
아산 온양5동 주민차치위, <b>어린이 보호구역</b> 내 교통안전캠페인,http://www.jbnews.com/news/articleView.html?idxno=1345034,이날 캠페인은 개학철 어린이 교통사고 예방을 위해 어린이 보호구역에서 서행하기 불법주정차 금지 어린이 통학버스 앞지르기 금지 차량 신호 및 정지선 지키기 등 어린이보호구역 내 과속 등 엄정한 법집행과 
광양시, <b>어린이보호구역</b> 불법 주·정차 집중단속,http://www.newspim.com/news/view/20210728000639,전남 광양시는 어린이보호구역 내 개소에 고정형 단속 를 추가 설치해 오는 월 일부터 집중단속에 들어간다고 일 밝혔다 추가 설치 지역은 덕례초와 광양서초 광양동초 칠성초 용강초 마로초 
창원 <b>어린이보호구역</b> 내 노상주차장 11곳 폐쇄,http://www.idomin.com/news/articleView.html?idxno=767362,창원지역 어린이보호구역 내 노상주차장 곳 면이 폐지된다 어린이보호구역으로 지정된 경우 노상주차장을 폐지해야 한다는 주차장법 개정안이 일 시행된 데 따른 조치다 폐지 예정 주차장은 마산합포구 곳 
태백시, <b>어린이보호구역</b> 교통안전시설 개선 사업 추진,http://www.boannews.com/media/view.asp?idx=99154&kind=,태백시는 어린이들의 안전한 통학로 조성을 위해 어린이보호구역에 교통안전시설 개선 사업을 추진한다 시는 어린이보호구역 내 보행자 안전 확보를 위해 황지초등학교 등 개소 어린이보호구역에 억만원 예산을 
재개발 공사장 대형 가림막 <b>어린이 보호구역</b> 덮쳐,https://busanmbc.co.kr/article/sLytF2S4fJstX6lp,오늘 오전 시 반쯤 수영구 광안동의 한 아파트 재개발 공사장에서 여 높이 공사장 가림막이 넘어져 어린이 보호구역을 덮쳤습니다 다행히 인명 피해는 없었으며 업체 측이 크레인을 동원해 시간가량 복구 
경기도, 오는 10월 6일부터 '판교 AI Challenge(인공지능 챌린지)’ 신청 접수,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=015&aid=0004610334,경진대회의 과제는 어린이 보호구역 내 어린이 위험 행동 분류로 제공되는 이미지영상 등을 활용해 위험 행동을 분류하고 인식하는 인공지능을 개발하면 된다 또 개발한 인공지능 과제를 가지고 어린이 
교통표지판 가리는 위험한 가로수들…지자체·경찰 '공조' 나섰다,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=421&aid=0005629661,도로 주변에 식재된 가로수가 속도제한이나 진입금지 어린이보호구역 등 교통안전표지를 가려 운전자가 표지판 확인을 못해 급하게 속도를 줄이거나 심지어 역주행하는 사례가 나타나 교통사고 위험을 높인다는 우려가 
증평군, <b>어린이보호구역</b> 교통안전도 도내 1위,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=421&aid=0005486256,충북 증평군이 도내에서 어린이보호구역 교통 환경이 가장 안전한 것으로 나타났다 일 군에 따르면 충북경찰청이 발표한 어린이보호구역별 교통 환경 위험도 평가 결과에서 증평군은 점으로 도내 시군 평균  
울산 북구 송정초 <b>어린이보호구역</b>, 위험천만 등하굣길 사고 우려,http://www.ksilbo.co.kr/news/articleView.html?idxno=907137, 일 북구 송정초등학교 인근에서 학생들이 어린이 보호구역 내 끊긴 인도로 통행하고 있다울산 북구 송정초등학교 어린이 보호구역 일대 인도가 중간에 끊기고 차도와 맞닿아 있어 학생들의 안전사고 등 우려가 
'민식이법' 이후에도 불안…충북 <b>어린이보호구역</b> 38%만 '상급',https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=421&aid=0005479828,충북도내 어린이보호구역 교통 안전도를 점검한 결과 곳 중 곳 이상이 중하 등급인 것으로 조사됐다 일 충북경찰청에 따르면 지난 월일월일 도내 어린이보호구역 곳을 대상으로 교통환경지수를 평가 
강동구, <b>어린이보호구역</b>에 태양광 과속경보 시스템 설치,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=016&aid=0001861653,서울 강동구구청장 이정훈는 어린이보호구역 내 어린이들의 안전한 보행 환경 조성을 위해 고덕초선사초 개소에 차량의 주행속도 감속을 유도하는 태양광 과속경보시스템을 설치했다고 일 밝혔다 태양광 
서울 강동구, <b>어린이보호구역</b> 태양광 과속경보시스템 추가 설치,https://www.ibabynews.com/news/articleView.html?idxno=96535,강동구 서울 강동구구청장 이정훈는 어린이보호구역 내 어린이들의 안전한 보행 환경 조성을 위해 고덕초와 선사초 개소에 주행차량의 감속을 유도하는 태양광 과속경보시스템을 설치했다고 일 밝혔다 태양광 
창원시, <b>어린이보호구역</b> 내 노상주차장 폐지,http://www.gndomin.com/news/articleView.html?idxno=283529,창원시는 주차장법이 년 월 일부터 개정 시행되어 어린이보호구역 내 노상주차장을 예외없이 전면 폐지해야 한다는 규정에 따라 노상주차장 개소를 전면 폐지한다고 밝혔다 그동안 어린이보호구역 내 주차로 
충북경찰, <b>어린이보호구역</b> 내 <b>어린이</b>교통사망사고 제로화 추진,http://www.dynews.co.kr/news/articleView.html?idxno=637937,경찰은 지난 월 일  월 일 달 간 전국 최초로 어린이보호구역 교통환경지수 점검평가계획을 수립해 도내 어린이보호구역 개소를 대상으로 교통 환경 위험도를 측정해 개선사항을 평가했다 이에 따라 경찰은 
태백시, <b>어린이보호구역</b> 교통안전시설 개선사업 추진,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=421&aid=0005479382,강원 태백시가 어린이보호구역 교통안전시설 개선을 위해 억 원이 넘는 예산을 투입한다 태백시는 앞으로 어린이보호구역에 교통안전시설 개선사업을 추진한다고 일 밝혔다 이번 사업은 어린이보호구역 내 보행자 
태백시, <b>어린이보호구역</b> 교통안전시설 개선사업 추진,http://www.gukjenews.com/news/articleView.html?idxno=2267220,태백시류태호 시장는 어린이들의 안전한 통학로 조성을 위해 어린이보호구역에 교통안전시설 개선사업을 추진한다 시는 어린이보호구역 내 보행자 안전 확보를 위해 황지초등학교 등 개소 어린이보호구역에 
태백시, <b>어린이보호구역</b> 4곳 교통안전시설 개선,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=003&aid=0010609529,강원 태백시는 어린이들의 안전한 통학로 조성을 위해 어린이보호구역 교통안전시설 개선사업을 추진한다고 일 밝혔다 어린이보호구역 내 보행자 안전 확보를 위해 예산 억원을 투입해 황지초등학교 등 
태백시, <b>어린이보호구역</b> 교통안전시설 개선,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=002&aid=0002200017,어린이 보호구역 곳 대상 강원 태백시류태호 시장는 어린이들의 안전한 통학로 조성을 위해 어린이보호구역에 대한 교통안전시설 개선에 나선다고 밝혔다 시는 어린이보호구역 내 보행자 안전 확보를 위해 
태백시, <b>어린이보호구역</b> 교통안전시설 개선사업 추진,http://www.cfnews.kr/news.aspx/50063,강원도 태백시류태호 시장는 어린이들의 안전한 통학로 조성을 위해 어린이보호구역에 교통안전시설 개선사업을 추진한다시는 어린이보호구역 내 보행자 안전 확보를 위해 황지초등학교 등 개소 어린이보호구역에 
태백시, <b>어린이보호구역</b> 교통안전시설 개선사업 추진,http://www.weeklytoday.com/news/articleView.html?idxno=386016, 태백시청 태백시는 어린이들의 안전한 통학로 조성을 위해 어린이보호구역에 교통안전시설 개선사업을 추진한다 태백시는 어린이보호구역 내 보행자 안전 확보를 위해 황지초등학교 등 개소 어린이보호구역에 
충북 <b>어린이보호구역</b> 교통환경지수 74.7점… 증평↑·단양↓,http://www.goodmorningcc.com/news/articleView.html?idxno=254528,청주의 한 초등학교 앞 어린이보호구역 사진굿모닝충청 김종혁 기자 충북도내 어린이보호구역의 교통환경지수가 평균 점점 만점으로 나타나 어린이 교통사망사고 제로화를 위한 개선책 마련이 시급한 
태백시, <b>어린이보호구역</b> 교통안전시설 개선사업 추진,http://www.shinailbo.co.kr/news/articleView.html?idxno=1436567,강원 태백시는 어린이들의 안전한 통학로 조성을 위해 어린이보호구역 교통안전시설 개선사업을 추진한다고 일 밝혔다 시는 어린이보호구역 내 보행자 안전 확보를 위해 황지초등학교 등 개소 어린이보호구역에 
[양산소식]<b>어린이보호구역</b> 무인교통단속장비 설치 확대 등,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=003&aid=0010615572,경남 양산시는 관내 어린이보호구역 내 보행안전 확보를 위해 무인교통단속장비를 대폭 확대한다고 일 밝혔다 현재 양산시 어린이 보호구역 내에는 가양초 서남초 등 곳에 총 대의 무인교통단속장비가 설치돼 
조광한 남양주시장, 부평초 정문 앞 안전펜스·<b>어린이 보호구역</b> 설치 건의,http://www.joongboo.com/news/articleView.html?idxno=363497304,앞서 부평초등학교 학부모회는 등하교 시 학생들의 안전을 확보하기 위해 정문 앞 보도의 안전 펜스 설치 어린이 보호 구역 인식을 위한 도로 재포장 및 유색 포장 등을 건의했다 이날 조 시장은 현장에 도착해 
광주 스쿨존 사망사고 항소심서 감형…징역 2년 6개월,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=081&aid=0003218677,광주 어린이보호구역스쿨존에서 사망 사고를 낸 운전자가 항소심에서 감형받았다 광주고법 형사부위광하 박정훈 성충용 고법판사는 일 특정범죄 가중처벌 등에 관한 법률 위반어린이보호구역 치사 등 
서울 자치경찰위, 여성안전·교통사고 대책 논의,http://tbs.seoul.kr/news/newsView.do?typ_800=7&idx_800=3450837&seq_800=20443414,이어 어린이보호구역 내 교통안전시설물 개선 등하교 불법주정차과속 등 단속 강화 초등학교 주변 모범운전자 배치 확대 등 협업 강화 방안을 함께 모색하기로 했습니다 김성섭이상률 실무협의회 공동위원장은 
전주시 덕진구 <b>어린이보호구역</b> 78곳 불법주정차 '꼼짝마',http://www.jjn.co.kr/news/articleView.html?idxno=830397,전주시 덕진구구청장 장변호는 오는 일까지 어린이보호구역 곳을 대상으로 불법주정차 근절을 위한 지도단속을 강화한다 지난 월 일 어린이보호구역 내 불법주정차 위반 과태료가 만 원으로 배 늘어나는 
